[17:23:38] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:38] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[17:23:46] [Server thread/INFO] [FML]: MinecraftForge v14.23.2.2611 Initialized
[17:23:46] [Server thread/INFO] [FML]: Starts to replace vanilla recipe ingredients with ore ingredients.
[17:23:46] [Server thread/INFO] [FML]: Replaced 1036 ore ingredients
[17:23:47] [Server thread/DEBUG] [FML]: File C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\config\injectedDependencies.json not found. No dependencies injected
[17:23:47] [Server thread/DEBUG] [FML]: Building injected Mod Containers [net.minecraftforge.fml.common.FMLContainer, net.minecraftforge.common.ForgeModContainer]
[17:23:47] [Server thread/DEBUG] [FML]: Attempting to load mods contained in the minecraft jar file and associated classes
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft is a file at C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\forge-1.12.2-14.23.2.2611-universal.jar, loading
[17:23:47] [Server thread/DEBUG] [FML]: Minecraft jar mods loaded successfully
[17:23:47] [Server thread/INFO] [FML]: Found 0 mods from the command line. Injecting into mod discoverer
[17:23:47] [Server thread/INFO] [FML]: Searching C:\Users\Marvin\Documents\GitHub\MinecraftServer_Forge\mods for mods
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file BuildCraft-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file CodeChickenLib-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file EnderStorage-1.12.jar
[17:23:47] [Server thread/DEBUG] [FML]: Ignoring unknown file mod_list.json in mods directory
[17:23:47] [Server thread/DEBUG] [FML]: Found a candidate zip or jar file Tree-Chopper-Mod-1.12.2.jar
[17:23:47] [Server thread/DEBUG] [FML]: Examining file forge-1.12.2-14.23.2.2611-universal.jar for potential mods
[17:23:47] [Server thread/DEBUG] [FML]: The mod container forge-1.12.2-14.23.2.2611-universal.jar appears to be missing an mcmod.info file
[17:23:48] [Server thread/DEBUG] [FML]: Examining file BuildCraft-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file BuildCraft-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.builders.BCBuilders) - loading
[17:23:48] [Server thread/TRACE] [buildcraftbuilders]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.core.BCCore) - loading
[17:23:48] [Server thread/TRACE] [buildcraftcore]: Parsed dependency info : Requirements: [buildcraftlib@[7.99.14,7.99.14]] After:[buildcraftlib@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.energy.BCEnergy) - loading
[17:23:48] [Server thread/TRACE] [buildcraftenergy]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.factory.BCFactory) - loading
[17:23:48] [Server thread/TRACE] [buildcraftfactory]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.lib.BCLib) - loading
[17:23:48] [Server thread/TRACE] [buildcraftlib]: Parsed dependency info : Requirements: [forge@[14.23.0.2544,)] After:[forge@[14.23.0.2544,)] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.robotics.BCRobotics) - loading
[17:23:48] [Server thread/TRACE] [buildcraftrobotics]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.silicon.BCSilicon) - loading
[17:23:48] [Server thread/TRACE] [buildcraftsilicon]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (buildcraft.transport.BCTransport) - loading
[17:23:48] [Server thread/TRACE] [buildcrafttransport]: Parsed dependency info : Requirements: [buildcraftcore@[7.99.14,7.99.14]] After:[buildcraftcore@[7.99.14,7.99.14]] Before:[]
[17:23:48] [Server thread/DEBUG] [FML]: Examining file CodeChickenLib-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file CodeChickenLib-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.lib.CodeChickenLib) - loading
[17:23:48] [Server thread/TRACE] [codechickenlib]: Parsed dependency info : Requirements: [] After:[] Before:[]
[17:23:48] [Server thread/DEBUG] [codechickenlib]: Attempting to load the file version.properties from CodeChickenLib-1.12.2.jar to locate a version number for codechickenlib
[17:23:48] [Server thread/WARN] [codechickenlib]: Mod codechickenlib is missing the required element 'version' and a version.properties file could not be found. Falling back to metadata version 3.1.5.331
[17:23:48] [Server thread/DEBUG] [FML]: Examining file EnderStorage-1.12.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file EnderStorage-1.12.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (codechicken.enderstorage.EnderStorage) - loading
[17:23:48] [Server thread/TRACE] [enderstorage]: Parsed dependency info : Requirements: [codechickenlib@[3.1.1,)] After:[codechickenlib@[3.1.1,)] Before:[]
[17:23:48] [Server thread/DEBUG] [enderstorage]: Attempting to load the file version.properties from EnderStorage-1.12.jar to locate a version number for enderstorage
[17:23:48] [Server thread/WARN] [enderstorage]: Mod enderstorage is missing the required element 'version' and no fallback can be found. Substituting '1.0'.
[17:23:48] [Server thread/DEBUG] [FML]: Examining file Tree-Chopper-Mod-1.12.2.jar for potential mods
[17:23:48] [Server thread/TRACE] [FML]: Located mcmod.info file in file Tree-Chopper-Mod-1.12.2.jar
[17:23:48] [Server thread/DEBUG] [FML]: Identified a mod of type Lnet/minecraftforge/fml/common/Mod; (treechopper.core.TreeChopper) - loading
[17:23:48] [Server thread/TRACE] [treechopper]: Parsed dependency info : Requirements: [forge@[14.23.0.2486,)] After:[forge@[14.23.0.2486,)] Before:[]
[17:23:49] [Server thread/INFO] [FML]: Forge Mod Loader has identified 15 mods to load
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftbuilders
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftcore
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftenergy
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftfactory
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftlib
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftrobotics
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcraftsilicon
[17:23:49] [Server thread/DEBUG] [FML]: Found API buildcraft.api.core (owned by buildcraftlib providing BuildCraftAPI|core) embedded in buildcrafttransport
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 22 minecraft:lapis_block Block{minecraft:lapis_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 23 minecraft:dispenser Block{minecraft:dispenser}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 24 minecraft:sandstone Block{minecraft:sandstone}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 25 minecraft:noteblock Block{minecraft:noteblock}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 26 minecraft:bed Block{minecraft:bed}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 27 minecraft:golden_rail Block{minecraft:golden_rail}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 28 minecraft:detector_rail Block{minecraft:detector_rail}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 29 minecraft:sticky_piston Block{minecraft:sticky_piston}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 30 minecraft:web Block{minecraft:web}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 31 minecraft:tallgrass Block{minecraft:tallgrass}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 32 minecraft:deadbush Block{minecraft:deadbush}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 33 minecraft:piston Block{minecraft:piston}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 34 minecraft:piston_head Block{minecraft:piston_head}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 35 minecraft:wool Block{minecraft:wool}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 36 minecraft:piston_extension Block{minecraft:piston_extension}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 37 minecraft:yellow_flower Block{minecraft:yellow_flower}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 38 minecraft:red_flower Block{minecraft:red_flower}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 39 minecraft:brown_mushroom Block{minecraft:brown_mushroom}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 40 minecraft:red_mushroom Block{minecraft:red_mushroom}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 41 minecraft:gold_block Block{minecraft:gold_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 42 minecraft:iron_block Block{minecraft:iron_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 43 minecraft:double_stone_slab Block{minecraft:double_stone_slab}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 44 minecraft:stone_slab Block{minecraft:stone_slab}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 45 minecraft:brick_block Block{minecraft:brick_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 46 minecraft:tnt Block{minecraft:tnt}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 47 minecraft:bookshelf Block{minecraft:bookshelf}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 48 minecraft:mossy_cobblestone Block{minecraft:mossy_cobblestone}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 49 minecraft:obsidian Block{minecraft:obsidian}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 50 minecraft:torch Block{minecraft:torch}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 51 minecraft:fire Block{minecraft:fire}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 52 minecraft:mob_spawner Block{minecraft:mob_spawner}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 53 minecraft:oak_stairs Block{minecraft:oak_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 54 minecraft:chest Block{minecraft:chest}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 55 minecraft:redstone_wire Block{minecraft:redstone_wire}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 56 minecraft:diamond_ore Block{minecraft:diamond_ore}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 57 minecraft:diamond_block Block{minecraft:diamond_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 58 minecraft:crafting_table Block{minecraft:crafting_table}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 59 minecraft:wheat Block{minecraft:wheat}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 60 minecraft:farmland Block{minecraft:farmland}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 61 minecraft:furnace Block{minecraft:furnace}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 62 minecraft:lit_furnace Block{minecraft:lit_furnace}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 63 minecraft:standing_sign Block{minecraft:standing_sign}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 64 minecraft:wooden_door Block{minecraft:wooden_door}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 65 minecraft:ladder Block{minecraft:ladder}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 66 minecraft:rail Block{minecraft:rail}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 67 minecraft:stone_stairs Block{minecraft:stone_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 68 minecraft:wall_sign Block{minecraft:wall_sign}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 69 minecraft:lever Block{minecraft:lever}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 70 minecraft:stone_pressure_plate Block{minecraft:stone_pressure_plate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 71 minecraft:iron_door Block{minecraft:iron_door}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 72 minecraft:wooden_pressure_plate Block{minecraft:wooden_pressure_plate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 73 minecraft:redstone_ore Block{minecraft:redstone_ore}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 74 minecraft:lit_redstone_ore Block{minecraft:lit_redstone_ore}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 75 minecraft:unlit_redstone_torch Block{minecraft:unlit_redstone_torch}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 76 minecraft:redstone_torch Block{minecraft:redstone_torch}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 77 minecraft:stone_button Block{minecraft:stone_button}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 78 minecraft:snow_layer Block{minecraft:snow_layer}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 79 minecraft:ice Block{minecraft:ice}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 80 minecraft:snow Block{minecraft:snow}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 81 minecraft:cactus Block{minecraft:cactus}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 82 minecraft:clay Block{minecraft:clay}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 83 minecraft:reeds Block{minecraft:reeds}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 84 minecraft:jukebox Block{minecraft:jukebox}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 85 minecraft:fence Block{minecraft:fence}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 86 minecraft:pumpkin Block{minecraft:pumpkin}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 87 minecraft:netherrack Block{minecraft:netherrack}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 88 minecraft:soul_sand Block{minecraft:soul_sand}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 89 minecraft:glowstone Block{minecraft:glowstone}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 90 minecraft:portal Block{minecraft:portal}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 91 minecraft:lit_pumpkin Block{minecraft:lit_pumpkin}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 92 minecraft:cake Block{minecraft:cake}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 93 minecraft:unpowered_repeater Block{minecraft:unpowered_repeater}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 94 minecraft:powered_repeater Block{minecraft:powered_repeater}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 95 minecraft:stained_glass Block{minecraft:stained_glass}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 96 minecraft:trapdoor Block{minecraft:trapdoor}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 97 minecraft:monster_egg Block{minecraft:monster_egg}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 98 minecraft:stonebrick Block{minecraft:stonebrick}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 99 minecraft:brown_mushroom_block Block{minecraft:brown_mushroom_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 100 minecraft:red_mushroom_block Block{minecraft:red_mushroom_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 101 minecraft:iron_bars Block{minecraft:iron_bars}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 102 minecraft:glass_pane Block{minecraft:glass_pane}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 103 minecraft:melon_block Block{minecraft:melon_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 104 minecraft:pumpkin_stem Block{minecraft:pumpkin_stem}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 105 minecraft:melon_stem Block{minecraft:melon_stem}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 106 minecraft:vine Block{minecraft:vine}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 107 minecraft:fence_gate Block{minecraft:fence_gate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 108 minecraft:brick_stairs Block{minecraft:brick_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 109 minecraft:stone_brick_stairs Block{minecraft:stone_brick_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 110 minecraft:mycelium Block{minecraft:mycelium}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 111 minecraft:waterlily Block{minecraft:waterlily}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 112 minecraft:nether_brick Block{minecraft:nether_brick}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 113 minecraft:nether_brick_fence Block{minecraft:nether_brick_fence}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 114 minecraft:nether_brick_stairs Block{minecraft:nether_brick_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 115 minecraft:nether_wart Block{minecraft:nether_wart}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 116 minecraft:enchanting_table Block{minecraft:enchanting_table}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 117 minecraft:brewing_stand Block{minecraft:brewing_stand}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 118 minecraft:cauldron Block{minecraft:cauldron}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 119 minecraft:end_portal Block{minecraft:end_portal}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 120 minecraft:end_portal_frame Block{minecraft:end_portal_frame}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 121 minecraft:end_stone Block{minecraft:end_stone}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 122 minecraft:dragon_egg Block{minecraft:dragon_egg}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 123 minecraft:redstone_lamp Block{minecraft:redstone_lamp}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 124 minecraft:lit_redstone_lamp Block{minecraft:lit_redstone_lamp}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 125 minecraft:double_wooden_slab Block{minecraft:double_wooden_slab}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 126 minecraft:wooden_slab Block{minecraft:wooden_slab}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 127 minecraft:cocoa Block{minecraft:cocoa}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 128 minecraft:sandstone_stairs Block{minecraft:sandstone_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 129 minecraft:emerald_ore Block{minecraft:emerald_ore}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 130 minecraft:ender_chest Block{minecraft:ender_chest}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 131 minecraft:tripwire_hook Block{minecraft:tripwire_hook}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 132 minecraft:tripwire Block{minecraft:tripwire}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 133 minecraft:emerald_block Block{minecraft:emerald_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 134 minecraft:spruce_stairs Block{minecraft:spruce_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 135 minecraft:birch_stairs Block{minecraft:birch_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 136 minecraft:jungle_stairs Block{minecraft:jungle_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 137 minecraft:command_block Block{minecraft:command_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 138 minecraft:beacon Block{minecraft:beacon}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 139 minecraft:cobblestone_wall Block{minecraft:cobblestone_wall}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 140 minecraft:flower_pot Block{minecraft:flower_pot}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 141 minecraft:carrots Block{minecraft:carrots}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 142 minecraft:potatoes Block{minecraft:potatoes}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 143 minecraft:wooden_button Block{minecraft:wooden_button}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 144 minecraft:skull Block{minecraft:skull}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 145 minecraft:anvil Block{minecraft:anvil}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 146 minecraft:trapped_chest Block{minecraft:trapped_chest}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 147 minecraft:light_weighted_pressure_plate Block{minecraft:light_weighted_pressure_plate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 148 minecraft:heavy_weighted_pressure_plate Block{minecraft:heavy_weighted_pressure_plate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 149 minecraft:unpowered_comparator Block{minecraft:unpowered_comparator}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 150 minecraft:powered_comparator Block{minecraft:powered_comparator}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 151 minecraft:daylight_detector Block{minecraft:daylight_detector}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 152 minecraft:redstone_block Block{minecraft:redstone_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 153 minecraft:quartz_ore Block{minecraft:quartz_ore}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 154 minecraft:hopper Block{minecraft:hopper}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 155 minecraft:quartz_block Block{minecraft:quartz_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 156 minecraft:quartz_stairs Block{minecraft:quartz_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 157 minecraft:activator_rail Block{minecraft:activator_rail}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 158 minecraft:dropper Block{minecraft:dropper}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 159 minecraft:stained_hardened_clay Block{minecraft:stained_hardened_clay}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 160 minecraft:stained_glass_pane Block{minecraft:stained_glass_pane}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 161 minecraft:leaves2 Block{minecraft:leaves2}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 162 minecraft:log2 Block{minecraft:log2}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 163 minecraft:acacia_stairs Block{minecraft:acacia_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 164 minecraft:dark_oak_stairs Block{minecraft:dark_oak_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 165 minecraft:slime Block{minecraft:slime}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 166 minecraft:barrier Block{minecraft:barrier}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 167 minecraft:iron_trapdoor Block{minecraft:iron_trapdoor}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 168 minecraft:prismarine Block{minecraft:prismarine}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 169 minecraft:sea_lantern Block{minecraft:sea_lantern}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 170 minecraft:hay_block Block{minecraft:hay_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 171 minecraft:carpet Block{minecraft:carpet}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 172 minecraft:hardened_clay Block{minecraft:hardened_clay}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 173 minecraft:coal_block Block{minecraft:coal_block}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 174 minecraft:packed_ice Block{minecraft:packed_ice}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 175 minecraft:double_plant Block{minecraft:double_plant}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 176 minecraft:standing_banner Block{minecraft:standing_banner}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 177 minecraft:wall_banner Block{minecraft:wall_banner}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 178 minecraft:daylight_detector_inverted Block{minecraft:daylight_detector_inverted}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 179 minecraft:red_sandstone Block{minecraft:red_sandstone}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 180 minecraft:red_sandstone_stairs Block{minecraft:red_sandstone_stairs}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 181 minecraft:double_stone_slab2 Block{minecraft:double_stone_slab2}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 182 minecraft:stone_slab2 Block{minecraft:stone_slab2}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 183 minecraft:spruce_fence_gate Block{minecraft:spruce_fence_gate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 184 minecraft:birch_fence_gate Block{minecraft:birch_fence_gate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 185 minecraft:jungle_fence_gate Block{minecraft:jungle_fence_gate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 186 minecraft:dark_oak_fence_gate Block{minecraft:dark_oak_fence_gate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 187 minecraft:acacia_fence_gate Block{minecraft:acacia_fence_gate}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 188 minecraft:spruce_fence Block{minecraft:spruce_fence}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 189 minecraft:birch_fence Block{minecraft:birch_fence}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 190 minecraft:jungle_fence Block{minecraft:jungle_fence}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 191 minecraft:dark_oak_fence Block{minecraft:dark_oak_fence}
[17:23:58] [Server thread/TRACE] [FML]:   Registry: 192 minecraft:acacia_fence Block{minecraft:acacia_fence}
